AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
State,Florida,All,2018-19,21,5.5,4,211,"3,903",> 100%
State,Florida,All,2018-19,22,5.9,1,230,"3,926",> 100%
State,Florida,All,2018-19,23,5.2,3,202,"3,974",> 100%
State,Florida,All,2018-19,24,5.2,4,195,"3,816",> 100%
State,Florida,All,2018-19,25,4.6,2,180,"3,945",> 100%
State,Florida,All,2018-19,26,5,3,187,"3,830",> 100%
State,Florida,All,2018-19,27,5,3,191,"3,893",> 100%
State,Florida,All,2018-19,28,4.7,1,183,"3,881",> 100%
State,Florida,All,2018-19,29,5.1,0,193,"3,786",> 100%
State,Florida,All,2018-19,30,5.1,1,198,"3,898",> 100%
State,Florida,All,2018-19,31,5.5,3,213,"3,922",> 100%
State,Florida,All,2018-19,32,5.1,2,189,"3,711",> 100%
State,Florida,All,2018-19,33,4.9,3,179,"3,683",> 100%
State,Florida,All,2018-19,34,5,3,186,"3,794",> 100%
State,Florida,All,2018-19,35,4.7,3,171,"3,708",> 100%
State,Florida,All,2018-19,36,4.8,2,177,"3,754",> 100%
State,Florida,All,2018-19,37,4.3,2,157,"3,719",> 100%
State,Florida,All,2018-19,38,5.4,3,202,"3,803",> 100%
State,Florida,All,2018-19,39,5,2,188,"3,764",> 100%
State,Georgia,All,2018-19,40,4.7,0,74,"1,591",> 100%
State,Georgia,All,2018-19,41,3.7,0,55,"1,495",98.6%
State,Georgia,All,2018-19,42,4.1,1,60,"1,496",98.6%
State,Georgia,All,2018-19,43,4.4,0,71,"1,620",> 100%
State,Georgia,All,2018-19,44,4.8,1,77,"1,618",> 100%
State,Georgia,All,2018-19,45,3.7,0,58,"1,579",> 100%
State,Georgia,All,2018-19,46,4.2,0,70,"1,650",> 100%
State,Georgia,All,2018-19,47,5,1,82,"1,666",> 100%
State,Georgia,All,2018-19,48,4.4,0,74,"1,669",> 100%
State,Georgia,All,2018-19,49,5.1,3,82,"1,672",> 100%
State,Georgia,All,2018-19,50,4.4,1,76,"1,755",> 100%
State,Georgia,All,2018-19,51,5.2,4,88,"1,756",> 100%
State,Georgia,All,2018-19,52,6.2,5,103,"1,750",> 100%
State,Georgia,All,2018-19,1,7,8,116,"1,764",> 100%
State,Georgia,All,2018-19,2,6.6,5,110,"1,736",> 100%
State,Georgia,All,2018-19,3,5.7,5,96,"1,783",> 100%
State,Georgia,All,2018-19,4,5,2,83,"1,691",> 100%
State,Georgia,All,2018-19,5,5.1,3,85,"1,737",> 100%
State,Georgia,All,2018-19,6,4,2,64,"1,635",> 100%
State,Georgia,All,2018-19,7,6.3,11,88,"1,573",> 100%
State,Georgia,All,2018-19,8,6.9,6,102,"1,571",> 100%
State,Georgia,All,2018-19,9,6.9,14,100,"1,646",> 100%
State,Georgia,All,2018-19,10,6,7,95,"1,714",> 100%
State,Georgia,All,2018-19,11,5,4,81,"1,693",> 100%
State,Georgia,All,2018-19,12,5,5,80,"1,684",> 100%
State,Georgia,All,2018-19,13,5.5,4,88,"1,681",> 100%
State,Georgia,All,2018-19,14,5.8,3,93,"1,663",> 100%
State,Georgia,All,2018-19,15,5.9,3,95,"1,653",> 100%
State,Georgia,All,2018-19,16,5.2,2,83,"1,635",> 100%
State,Georgia,All,2018-19,17,5.4,5,89,"1,730",> 100%
State,Georgia,All,2018-19,18,5.4,0,92,"1,707",> 100%
State,Georgia,All,2018-19,19,4.3,0,71,"1,643",> 100%
State,Georgia,All,2018-19,20,4.4,0,67,"1,531",> 100%
State,Georgia,All,2018-19,21,4.4,0,69,"1,582",> 100%
State,Georgia,All,2018-19,22,4.8,1,76,"1,617",> 100%
State,Georgia,All,2018-19,23,3.7,0,61,"1,627",> 100%
State,Georgia,All,2018-19,24,4.3,0,68,"1,574",> 100%
State,Georgia,All,2018-19,25,4.7,1,72,"1,563",> 100%
State,Georgia,All,2018-19,26,5.1,1,76,"1,503",99.1%
State,Georgia,All,2018-19,27,3.9,1,59,"1,542",> 100%
State,Georgia,All,2018-19,28,3.6,0,58,"1,598",> 100%
State,Georgia,All,2018-19,29,4.5,0,72,"1,610",> 100%
State,Georgia,All,2018-19,30,4.3,0,70,"1,619",> 100%
State,Georgia,All,2018-19,31,5.1,1,80,"1,600",> 100%
State,Georgia,All,2018-19,32,4.6,0,72,"1,561",> 100%
State,Georgia,All,2018-19,33,3.9,0,63,"1,597",> 100%
State,Georgia,All,2018-19,34,5,0,76,"1,520",> 100%
State,Georgia,All,2018-19,35,3.8,1,58,"1,535",> 100%
State,Georgia,All,2018-19,36,3.7,0,59,"1,584",> 100%
State,Georgia,All,2018-19,37,4.3,1,69,"1,617",> 100%
State,Georgia,All,2018-19,38,3.7,0,57,"1,526",> 100%
State,Georgia,All,2018-19,39,3.8,1,61,"1,632",> 100%
State,Hawaii,All,2018-19,40,11.3,0,23,203,97.1%
State,Hawaii,All,2018-19,41,9.8,1,19,205,98.1%
State,Hawaii,All,2018-19,42,9.8,0,21,215,> 100%
State,Hawaii,All,2018-19,43,9.7,0,19,196,93.8%
State,Hawaii,All,2018-19,44,6.3,0,12,192,91.8%
State,Hawaii,All,2018-19,45,7.3,1,15,218,> 100%
State,Hawaii,All,2018-19,46,8.2,0,19,233,> 100%
State,Hawaii,All,2018-19,47,7.2,1,15,222,> 100%
State,Hawaii,All,2018-19,48,8,0,16,201,96.2%
State,Hawaii,All,2018-19,49,7.3,0,17,232,> 100%
State,Hawaii,All,2018-19,50,11.1,0,23,207,99%
State,Hawaii,All,2018-19,51,8.2,0,18,219,> 100%
State,Hawaii,All,2018-19,52,11.4,0,25,220,> 100%
State,Hawaii,All,2018-19,1,10.2,0,25,245,> 100%
State,Hawaii,All,2018-19,2,9,2,17,211,> 100%
State,Hawaii,All,2018-19,3,11.3,0,28,248,> 100%
State,Hawaii,All,2018-19,4,10.3,2,22,232,> 100%
State,Hawaii,All,2018-19,5,12.4,2,26,225,> 100%
State,Hawaii,All,2018-19,6,10.7,1,22,215,> 100%
State,Hawaii,All,2018-19,7,9.1,2,21,253,> 100%
State,Hawaii,All,2018-19,8,10.4,5,19,230,> 100%
State,Hawaii,All,2018-19,9,10.1,2,22,238,> 100%
State,Hawaii,All,2018-19,10,8.5,3,19,260,> 100%
State,Hawaii,All,2018-19,11,10.9,4,24,256,> 100%
State,Hawaii,All,2018-19,12,10.4,1,25,251,> 100%
State,Hawaii,All,2018-19,13,7.5,2,15,226,> 100%
State,Hawaii,All,2018-19,14,11.5,4,24,244,> 100%
State,Hawaii,All,2018-19,15,11.2,0,24,215,> 100%
State,Hawaii,All,2018-19,16,7.8,0,17,217,> 100%
State,Hawaii,All,2018-19,17,9.3,0,20,216,> 100%
State,Hawaii,All,2018-19,18,7.4,1,14,203,97.1%
State,Hawaii,All,2018-19,19,7.5,1,17,241,> 100%
State,Hawaii,All,2018-19,20,8.3,0,19,228,> 100%
State,Hawaii,All,2018-19,21,7.6,0,18,238,> 100%
State,Hawaii,All,2018-19,22,7.6,0,16,210,> 100%
State,Hawaii,All,2018-19,23,6.6,1,13,212,> 100%
State,Hawaii,All,2018-19,24,11,0,26,236,> 100%
State,Hawaii,All,2018-19,25,6.4,0,14,220,> 100%
State,Hawaii,All,2018-19,26,3.7,0,8,218,> 100%
State,Hawaii,All,2018-19,27,5.4,0,11,202,96.6%
State,Hawaii,All,2018-19,28,10.7,0,26,243,> 100%
State,Hawaii,All,2018-19,29,6.7,0,14,209,100%
State,Hawaii,All,2018-19,30,5.3,0,12,227,> 100%
State,Hawaii,All,2018-19,31,6.1,0,13,212,> 100%
State,Hawaii,All,2018-19,32,3.9,0,8,205,98.1%
State,Hawaii,All,2018-19,33,5.3,0,11,208,99.5%
State,Hawaii,All,2018-19,34,4.5,1,8,202,96.6%
State,Hawaii,All,2018-19,35,6.8,0,14,206,98.5%
State,Hawaii,All,2018-19,36,4.2,0,9,214,> 100%
State,Hawaii,All,2018-19,37,6,0,14,234,> 100%
State,Hawaii,All,2018-19,38,7.6,0,18,236,> 100%
State,Hawaii,All,2018-19,39,4.7,1,8,191,91.4%
State,Idaho,All,2018-19,40,1.1,0,3,268,> 100%
State,Idaho,All,2018-19,41,3.3,0,8,246,98.2%
State,Idaho,All,2018-19,42,4.5,0,12,267,> 100%
State,Idaho,All,2018-19,43,5,0,14,281,> 100%
State,Idaho,All,2018-19,44,3.6,1,7,223,89%
State,Idaho,All,2018-19,45,4.3,0,12,277,> 100%
State,Idaho,All,2018-19,46,4.5,1,11,267,> 100%
State,Idaho,All,2018-19,47,5.8,0,15,259,> 100%
State,Idaho,All,2018-19,48,4.4,0,12,271,> 100%
State,Idaho,All,2018-19,49,7.4,0,19,257,> 100%
State,Idaho,All,2018-19,50,3.6,0,11,305,> 100%
State,Idaho,All,2018-19,51,4,0,11,276,> 100%
State,Idaho,All,2018-19,52,6.4,1,17,283,> 100%
State,Idaho,All,2018-19,1,4.4,0,12,273,> 100%
State,Idaho,All,2018-19,2,6.5,2,17,294,> 100%
State,Idaho,All,2018-19,3,6.1,2,12,231,92.2%
State,Idaho,All,2018-19,4,2.1,1,5,287,> 100%
State,Idaho,All,2018-19,5,6.1,1,16,278,> 100%
State,Idaho,All,2018-19,6,8.2,7,16,280,> 100%
State,Idaho,All,2018-19,7,8.7,10,20,346,> 100%
State,Idaho,All,2018-19,8,7.8,3,21,306,> 100%
State,Idaho,All,2018-19,9,7.8,4,21,319,> 100%
State,Idaho,All,2018-19,10,9.3,3,26,312,> 100%
State,Idaho,All,2018-19,11,5.8,4,13,294,> 100%
State,Idaho,All,2018-19,12,8.5,8,16,281,> 100%
State,Idaho,All,2018-19,13,9.5,6,19,262,> 100%
State,Idaho,All,2018-19,14,6.3,4,15,301,> 100%
State,Idaho,All,2018-19,15,3.4,1,9,297,> 100%
State,Idaho,All,2018-19,16,4.6,1,13,307,> 100%
State,Idaho,All,2018-19,17,4.6,0,12,263,> 100%
State,Idaho,All,2018-19,18,5.5,0,14,256,> 100%
State,Idaho,All,2018-19,19,3.6,1,9,275,> 100%
State,Idaho,All,2018-19,20,4.9,2,12,284,> 100%
State,Idaho,All,2018-19,21,1.4,0,4,291,> 100%
State,Idaho,All,2018-19,22,2.7,0,8,297,> 100%
State,Idaho,All,2018-19,23,4.9,1,13,283,> 100%
State,Idaho,All,2018-19,24,5.8,1,15,276,> 100%
State,Idaho,All,2018-19,25,4.1,1,10,268,> 100%
State,Idaho,All,2018-19,26,3.7,0,10,269,> 100%
State,Idaho,All,2018-19,27,1.2,0,3,254,> 100%
State,Idaho,All,2018-19,28,2.9,0,7,239,95.4%
State,Idaho,All,2018-19,29,4.7,0,12,253,> 100%
State,Idaho,All,2018-19,30,2.4,0,6,247,98.6%
State,Idaho,All,2018-19,31,3.4,0,9,261,> 100%
State,Idaho,All,2018-19,32,3.3,0,8,242,96.6%
State,Idaho,All,2018-19,33,5.4,0,13,239,95.4%
State,Idaho,All,2018-19,34,3.6,0,9,250,99.8%
State,Idaho,All,2018-19,35,4.3,0,12,276,> 100%
State,Idaho,All,2018-19,36,4.5,0,12,269,> 100%
State,Idaho,All,2018-19,37,2.7,0,7,257,> 100%
State,Idaho,All,2018-19,38,4.2,0,11,265,> 100%
State,Idaho,All,2018-19,39,2.9,0,8,275,> 100%
State,Illinois,All,2018-19,40,5.4,0,113,"2,090",> 100%
State,Illinois,All,2018-19,41,5.2,0,103,"1,986",97.5%
State,Illinois,All,2018-19,42,4.9,1,102,"2,111",> 100%
State,Illinois,All,2018-19,43,5.2,0,106,"2,049",> 100%
State,Illinois,All,2018-19,44,4.1,1,86,"2,130",> 100%
State,Illinois,All,2018-19,45,5.2,0,111,"2,120",> 100%
State,Illinois,All,2018-19,46,5.5,0,114,"2,076",> 100%
State,Illinois,All,2018-19,47,4.8,0,103,"2,164",> 100%
State,Illinois,All,2018-19,48,5.7,1,119,"2,110",> 100%
State,Illinois,All,2018-19,49,6.1,4,126,"2,143",> 100%
State,Illinois,All,2018-19,50,5.9,1,128,"2,190",> 100%
State,Illinois,All,2018-19,51,6.2,4,126,"2,088",> 100%
State,Illinois,All,2018-19,52,7,5,141,"2,090",> 100%
State,Illinois,All,2018-19,1,6.2,7,133,"2,245",> 100%
State,Illinois,All,2018-19,2,6.8,9,140,"2,178",> 100%
State,Illinois,All,2018-19,3,6.7,9,139,"2,202",> 100%
State,Illinois,All,2018-19,4,7.6,7,161,"2,220",> 100%
State,Illinois,All,2018-19,5,7.1,5,156,"2,255",> 100%
State,Illinois,All,2018-19,6,7.6,8,170,"2,351",> 100%
State,Illinois,All,2018-19,7,7.6,14,155,"2,226",> 100%
State,Illinois,All,2018-19,8,6.8,9,140,"2,186",> 100%
State,Illinois,All,2018-19,9,6.7,11,136,"2,181",> 100%
State,Illinois,All,2018-19,10,6.2,13,124,"2,198",> 100%
State,Illinois,All,2018-19,11,7.3,25,136,"2,219",> 100%
State,Illinois,All,2018-19,12,8.5,18,163,"2,121",> 100%
State,Illinois,All,2018-19,13,7.5,11,150,"2,138",> 100%
State,Illinois,All,2018-19,14,7,10,143,"2,177",> 100%
State,Illinois,All,2018-19,15,5.3,8,99,"2,032",99.7%
State,Illinois,All,2018-19,16,6,7,118,"2,098",> 100%
State,Illinois,All,2018-19,17,6,4,118,"2,045",> 100%
State,Illinois,All,2018-19,18,6.1,2,122,"2,044",> 100%
State,Illinois,All,2018-19,19,5.3,4,105,"2,055",> 100%
State,Illinois,All,2018-19,20,6.6,2,136,"2,076",> 100%
State,Illinois,All,2018-19,21,5.3,1,110,"2,092",> 100%
State,Illinois,All,2018-19,22,6.4,1,130,"2,053",> 100%
State,Illinois,All,2018-19,23,5.9,2,118,"2,050",> 100%
State,Illinois,All,2018-19,24,5.8,0,112,"1,945",95.5%
State,Illinois,All,2018-19,25,5.8,0,116,"1,991",97.7%
State,Illinois,All,2018-19,26,5.6,0,109,"1,951",95.8%
State,Illinois,All,2018-19,27,6,0,119,"1,997",98%
State,Illinois,All,2018-19,28,5.6,0,107,"1,927",94.6%
State,Illinois,All,2018-19,29,4.9,0,97,"1,999",98.1%
State,Illinois,All,2018-19,30,5.1,0,98,"1,931",94.8%
State,Illinois,All,2018-19,31,5.1,0,102,"1,983",97.3%
State,Illinois,All,2018-19,32,4.5,0,87,"1,928",94.6%
State,Illinois,All,2018-19,33,4.9,0,94,"1,916",94%
State,Illinois,All,2018-19,34,5.6,1,109,"1,954",95.9%
State,Illinois,All,2018-19,35,4.7,0,93,"1,958",96.1%
State,Illinois,All,2018-19,36,5.2,0,99,"1,902",93.3%
State,Illinois,All,2018-19,37,4.9,0,98,"2,000",98.2%
State,Illinois,All,2018-19,38,6.8,0,139,"2,037",100%
State,Illinois,All,2018-19,39,5.7,0,119,"2,070",> 100%
State,Indiana,All,2018-19,40,5.4,2,64,"1,229",> 100%
State,Indiana,All,2018-19,41,6.6,0,79,"1,192",99.3%
State,Indiana,All,2018-19,42,6.3,1,76,"1,214",> 100%
State,Indiana,All,2018-19,43,5.6,0,71,"1,269",> 100%
State,Indiana,All,2018-19,44,5.4,0,68,"1,253",> 100%
State,Indiana,All,2018-19,45,6,2,69,"1,180",98.3%
State,Indiana,All,2018-19,46,5.7,0,75,"1,310",> 100%
State,Indiana,All,2018-19,47,6,0,72,"1,201",> 100%
State,Indiana,All,2018-19,48,6,0,76,"1,275",> 100%
State,Indiana,All,2018-19,49,5.7,0,77,"1,360",> 100%
State,Indiana,All,2018-19,50,5.8,0,76,"1,308",> 100%
State,Indiana,All,2018-19,51,6.6,2,80,"1,248",> 100%
State,Indiana,All,2018-19,52,6.5,3,88,"1,390",> 100%
State,Indiana,All,2018-19,1,8.6,7,107,"1,319",> 100%
State,Indiana,All,2018-19,2,6.8,2,88,"1,326",> 100%
State,Indiana,All,2018-19,3,7.2,4,87,"1,267",> 100%
State,Indiana,All,2018-19,4,6.8,6,84,"1,326",> 100%
State,Indiana,All,2018-19,5,8.8,2,121,"1,393",> 100%
State,Indiana,All,2018-19,6,7.3,11,91,"1,397",> 100%
State,Indiana,All,2018-19,7,9.2,9,112,"1,311",> 100%
State,Indiana,All,2018-19,8,8.8,6,114,"1,359",> 100%
State,Indiana,All,2018-19,9,7.5,14,82,"1,276",> 100%
State,Indiana,All,2018-19,10,7.8,16,87,"1,317",> 100%
State,Indiana,All,2018-19,11,9,14,110,"1,378",> 100%
State,Indiana,All,2018-19,12,7.5,12,88,"1,339",> 100%
State,Indiana,All,2018-19,13,7.9,22,82,"1,310",> 100%
State,Indiana,All,2018-19,14,7.1,13,83,"1,348",> 100%
State,Indiana,All,2018-19,15,7.5,15,79,"1,258",> 100%
State,Indiana,All,2018-19,16,6.8,5,80,"1,244",> 100%
State,Indiana,All,2018-19,17,7,4,86,"1,292",> 100%
State,Indiana,All,2018-19,18,7.2,2,88,"1,247",> 100%
State,Indiana,All,2018-19,19,6.4,1,80,"1,263",> 100%
State,Indiana,All,2018-19,20,5.2,1,63,"1,241",> 100%
State,Indiana,All,2018-19,21,6,0,77,"1,287",> 100%
State,Indiana,All,2018-19,22,6.2,0,76,"1,217",> 100%
State,Indiana,All,2018-19,23,6,1,71,"1,202",> 100%
State,Indiana,All,2018-19,24,4.4,0,53,"1,196",99.7%
State,Indiana,All,2018-19,25,6.1,0,75,"1,227",> 100%
State,Indiana,All,2018-19,26,6.5,0,78,"1,195",99.6%
State,Indiana,All,2018-19,27,6.4,0,76,"1,180",98.3%
State,Indiana,All,2018-19,28,6.4,1,72,"1,147",95.6%
State,Indiana,All,2018-19,29,3.7,0,45,"1,230",> 100%
State,Indiana,All,2018-19,30,5.8,0,66,"1,147",95.6%
State,Indiana,All,2018-19,31,5.4,0,62,"1,147",95.6%
State,Indiana,All,2018-19,32,5.5,0,65,"1,188",99%
State,Indiana,All,2018-19,33,5.5,0,67,"1,225",> 100%
State,Indiana,All,2018-19,34,5.4,0,61,"1,135",94.6%
State,Indiana,All,2018-19,35,6.6,1,74,"1,140",95%
State,Indiana,All,2018-19,36,5,0,60,"1,201",> 100%
State,Indiana,All,2018-19,37,4.6,0,58,"1,269",> 100%
State,Indiana,All,2018-19,38,7.4,0,87,"1,183",98.6%
State,Indiana,All,2018-19,39,4.8,0,59,"1,218",> 100%
State,Iowa,All,2018-19,40,7,0,45,640,> 100%
State,Iowa,All,2018-19,41,4.7,0,25,537,94.9%
State,Iowa,All,2018-19,42,5.8,0,36,618,> 100%
State,Iowa,All,2018-19,43,4.9,0,30,609,> 100%
State,Iowa,All,2018-19,44,5.5,0,31,567,> 100%
State,Iowa,All,2018-19,45,5.7,0,32,563,99.5%
State,Iowa,All,2018-19,46,6.5,0,39,599,> 100%
State,Iowa,All,2018-19,47,6.3,0,37,587,> 100%
State,Iowa,All,2018-19,48,6.1,0,37,604,> 100%
State,Iowa,All,2018-19,49,5.1,0,31,604,> 100%
State,Iowa,All,2018-19,50,7.5,0,44,585,> 100%
State,Iowa,All,2018-19,51,6.6,1,40,619,> 100%
State,Iowa,All,2018-19,52,6.1,0,36,592,> 100%
State,Iowa,All,2018-19,1,5.9,0,37,628,> 100%
State,Iowa,All,2018-19,2,6.7,2,38,597,> 100%
State,Iowa,All,2018-19,3,8.6,0,53,617,> 100%
State,Iowa,All,2018-19,4,9.2,2,54,612,> 100%
State,Iowa,All,2018-19,5,7.8,5,44,629,> 100%
State,Iowa,All,2018-19,6,8.1,2,46,591,> 100%
State,Iowa,All,2018-19,7,7.9,5,44,624,> 100%
State,Iowa,All,2018-19,8,6.6,4,40,665,> 100%
State,Iowa,All,2018-19,9,7.6,4,43,616,> 100%
State,Iowa,All,2018-19,10,8.8,14,40,613,> 100%
State,Iowa,All,2018-19,11,9.7,10,52,641,> 100%
State,Iowa,All,2018-19,12,9.6,11,51,645,> 100%
State,Iowa,All,2018-19,13,7.2,13,31,612,> 100%
State,Iowa,All,2018-19,14,5.1,5,25,587,> 100%
State,Iowa,All,2018-19,15,5.7,7,27,599,> 100%
State,Iowa,All,2018-19,16,8,3,44,591,> 100%
State,Iowa,All,2018-19,17,8.1,4,40,543,96%
State,Iowa,All,2018-19,18,6.2,2,33,566,> 100%
State,Iowa,All,2018-19,19,6.5,1,36,569,> 100%
State,Iowa,All,2018-19,20,5.3,1,27,526,93%
State,Iowa,All,2018-19,21,5.9,0,35,590,> 100%
State,Iowa,All,2018-19,22,5.6,1,30,553,97.8%
State,Iowa,All,2018-19,23,4.2,0,24,571,> 100%
State,Iowa,All,2018-19,24,5.6,0,34,603,> 100%
State,Iowa,All,2018-19,25,5.1,0,27,531,93.9%
State,Iowa,All,2018-19,26,6.1,0,34,559,98.8%
State,Iowa,All,2018-19,27,6.3,0,35,555,98.1%
State,Iowa,All,2018-19,28,6.7,0,41,616,> 100%
State,Iowa,All,2018-19,29,7.9,1,42,541,95.7%
State,Iowa,All,2018-19,30,6.7,0,38,564,99.7%
State,Iowa,All,2018-19,31,4.8,0,27,557,98.5%
State,Iowa,All,2018-19,32,4.6,0,26,562,99.4%
State,Iowa,All,2018-19,33,6.6,0,34,516,91.2%
State,Iowa,All,2018-19,34,5.8,0,34,582,> 100%
State,Iowa,All,2018-19,35,5.6,0,30,540,95.5%
State,Iowa,All,2018-19,36,5.3,0,30,564,99.7%
State,Iowa,All,2018-19,37,6.3,0,36,574,> 100%
State,Iowa,All,2018-19,38,4.8,0,26,545,96.4%
State,Iowa,All,2018-19,39,5.7,0,32,566,> 100%
State,Kansas,All,2018-19,40,6.1,1,31,524,> 100%
State,Kansas,All,2018-19,41,6.5,1,31,490,97.6%
State,Kansas,All,2018-19,42,9.5,0,43,455,90.6%
State,Kansas,All,2018-19,43,5.2,0,27,518,> 100%
State,Kansas,All,2018-19,44,7.2,0,36,503,> 100%
State,Kansas,All,2018-19,45,6.5,0,33,509,> 100%
State,Kansas,All,2018-19,46,5.9,0,31,522,> 100%
State,Kansas,All,2018-19,47,4.8,0,26,538,> 100%
State,Kansas,All,2018-19,48,7,1,38,555,> 100%
State,Kansas,All,2018-19,49,6.3,1,30,496,98.8%
State,Kansas,All,2018-19,50,5.8,0,34,588,> 100%
State,Kansas,All,2018-19,51,5.9,1,32,563,> 100%
State,Kansas,All,2018-19,52,6.1,1,33,556,> 100%
State,Kansas,All,2018-19,1,6.9,4,37,598,> 100%
State,Kansas,All,2018-19,2,8.6,5,44,570,> 100%
State,Kansas,All,2018-19,3,6.5,4,29,508,> 100%
State,Kansas,All,2018-19,4,6.6,1,32,497,99%
State,Kansas,All,2018-19,5,7,2,38,575,> 100%
State,Kansas,All,2018-19,6,6.1,2,33,571,> 100%
State,Kansas,All,2018-19,7,7.8,4,39,551,> 100%
State,Kansas,All,2018-19,8,7,4,37,585,> 100%
State,Kansas,All,2018-19,9,9.7,10,46,576,> 100%
State,Kansas,All,2018-19,10,6.9,8,34,605,> 100%
State,Kansas,All,2018-19,11,7.2,10,32,580,> 100%
State,Kansas,All,2018-19,12,8.8,9,39,545,> 100%
State,Kansas,All,2018-19,13,9.1,11,38,540,> 100%
State,Kansas,All,2018-19,14,7.2,5,34,538,> 100%
State,Kansas,All,2018-19,15,8.4,5,40,533,> 100%
State,Kansas,All,2018-19,16,6,2,28,497,99%
State,Kansas,All,2018-19,17,5.4,1,26,504,> 100%
State,Kansas,All,2018-19,18,5,0,27,536,> 100%
State,Kansas,All,2018-19,19,6.4,1,33,531,> 100%
State,Kansas,All,2018-19,20,5.8,1,29,513,> 100%
State,Kansas,All,2018-19,21,4.8,0,24,503,> 100%
State,Kansas,All,2018-19,22,6,0,30,496,98.8%
State,Kansas,All,2018-19,23,5.8,0,30,520,> 100%
State,Kansas,All,2018-19,24,5.3,0,26,492,98%
State,Kansas,All,2018-19,25,4.8,0,24,496,98.8%
State,Kansas,All,2018-19,26,4.9,0,27,555,> 100%
State,Kansas,All,2018-19,27,4.5,1,22,515,> 100%
State,Kansas,All,2018-19,28,5.3,0,27,513,> 100%
State,Kansas,All,2018-19,29,6.5,0,32,490,97.6%
State,Kansas,All,2018-19,30,5.3,0,27,509,> 100%
State,Kansas,All,2018-19,31,3.7,0,19,508,> 100%
State,Kansas,All,2018-19,32,5,0,25,497,99%
State,Kansas,All,2018-19,33,6.4,0,31,482,96%
State,Kansas,All,2018-19,34,5.1,0,24,474,94.4%
State,Kansas,All,2018-19,35,6.7,0,31,462,92%
State,Kansas,All,2018-19,36,4.1,0,22,542,> 100%
State,Kansas,All,2018-19,37,4.6,0,23,501,99.8%
State,Kansas,All,2018-19,38,5.7,0,29,511,> 100%
State,Kansas,All,2018-19,39,5.9,1,30,522,> 100%
State,Kentucky,All,2018-19,40,5.6,0,51,905,> 100%
State,Kentucky,All,2018-19,41,6.2,1,54,882,99.6%
State,Kentucky,All,2018-19,42,7.2,0,64,883,99.8%
State,Kentucky,All,2018-19,43,7.9,0,77,975,> 100%
State,Kentucky,All,2018-19,44,6.4,0,61,956,> 100%
State,Kentucky,All,2018-19,45,7.4,0,67,909,> 100%
State,Kentucky,All,2018-19,46,5.7,0,56,982,> 100%
State,Kentucky,All,2018-19,47,6.6,1,63,965,> 100%
State,Kentucky,All,2018-19,48,5.2,0,50,953,> 100%
State,Kentucky,All,2018-19,49,8.5,0,77,910,> 100%
State,Kentucky,All,2018-19,50,7.7,0,75,979,> 100%
State,Kentucky,All,2018-19,51,8.2,2,77,969,> 100%
State,Kentucky,All,2018-19,52,9.6,5,87,962,> 100%
State,Kentucky,All,2018-19,1,9.5,5,88,979,> 100%
State,Kentucky,All,2018-19,2,9.7,7,92,"1,025",> 100%
State,Kentucky,All,2018-19,3,10.4,9,92,975,> 100%
State,Kentucky,All,2018-19,4,8.9,8,79,977,> 100%
State,Kentucky,All,2018-19,5,7.6,6,66,951,> 100%
State,Kentucky,All,2018-19,6,9,6,83,986,> 100%
State,Kentucky,All,2018-19,7,9.2,15,72,944,> 100%
State,Kentucky,All,2018-19,8,10,9,94,"1,030",> 100%
State,Kentucky,All,2018-19,9,8.3,11,74,"1,025",> 100%
State,Kentucky,All,2018-19,10,9,16,79,"1,059",> 100%
State,Kentucky,All,2018-19,11,11.4,19,90,956,> 100%
State,Kentucky,All,2018-19,12,9.9,5,89,954,> 100%
State,Kentucky,All,2018-19,13,9.7,13,88,"1,043",> 100%
State,Kentucky,All,2018-19,14,9.1,7,82,977,> 100%
State,Kentucky,All,2018-19,15,7,5,63,968,> 100%
State,Kentucky,All,2018-19,16,9.2,3,87,976,> 100%
State,Kentucky,All,2018-19,17,9.2,2,81,902,> 100%
State,Kentucky,All,2018-19,18,8.9,2,80,921,> 100%
State,Kentucky,All,2018-19,19,8,2,74,948,> 100%
State,Kentucky,All,2018-19,20,7.5,2,65,899,> 100%
State,Kentucky,All,2018-19,21,7.4,0,67,901,> 100%
State,Kentucky,All,2018-19,22,7.3,0,63,864,97.6%
State,Kentucky,All,2018-19,23,7,2,59,870,98.3%
State,Kentucky,All,2018-19,24,8.1,0,76,944,> 100%
State,Kentucky,All,2018-19,25,6.4,1,57,910,> 100%
State,Kentucky,All,2018-19,26,6.7,0,63,935,> 100%
State,Kentucky,All,2018-19,27,5.7,0,52,917,> 100%
State,Kentucky,All,2018-19,28,6.5,0,58,893,> 100%
State,Kentucky,All,2018-19,29,5.4,0,47,875,98.9%
State,Kentucky,All,2018-19,30,6.4,0,56,869,98.2%
State,Kentucky,All,2018-19,31,6.8,0,60,878,99.2%
State,Kentucky,All,2018-19,32,6.6,0,57,867,98%
State,Kentucky,All,2018-19,33,6.8,0,59,869,98.2%
State,Kentucky,All,2018-19,34,5.9,0,52,882,99.6%
State,Kentucky,All,2018-19,35,6.2,0,54,876,99%
State,Kentucky,All,2018-19,36,7.3,0,62,854,96.5%
